song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,audio_valence
50,256093,0.758,0.602,0.465,1.92E-05,4,0.058,-7.539,0.0314,104.265,0.397
51,247266,0.433,0.199,0.581,0.174,5,0.145,-4.664,0.0329,79.522,0.474
49,205453,0.584,0.429,0.431,0,7,0.122,-8.626,0.037,146.32,0.381
60,205226,0.599,0.545,0.59,0,9,0.0916,-7.257,0.0813,100.835,0.583
49,231666,0.295,0.614,0.723,9.12E-06,9,0.082,-10.269,0.0726,117.01,0.52
53,200875,0.696,0.248,0.318,0,4,0.158,-8.971,0.0358,177.253,0.154
49,252666,0.937,0.329,0.227,2.65E-05,9,0.465,-16.514,0.0469,73.807,0.319
43,250600,0.643,0.352,0.339,0.0038,4,0.358,-14.335,0.0371,81.253,0.462
48,175453,0.776,0.531,0.388,2.70E-06,9,0.163,-11.518,0.0306,88.504,0.76
46,226826,0.0341,0.562,0.4,8.17E-06,6,0.0842,-6.484,0.0331,90.399,0.558
51,213106,0.534,0.701,0.487,0.0112,7,0.0757,-14.379,0.0457,127.749,0.811
47,242560,0.791,0.346,0.398,5.21E-05,9,0.154,-12.539,0.0366,86.058,0.381
47,211666,0.0337,0.402,0.471,0,10,0.0747,-9.294,0.105,67.891,0.723
47,252213,0.578,0.416,0.499,0,1,0.163,-6.736,0.03,126.918,0.439
45,160053,0.713,0.672,0.622,5.44E-05,11,0.271,-10.718,0.111,99.642,0.903
40,141000,0.739,0.618,0.409,1.37E-05,7,0.37,-11.928,0.0304,115.957,0.612
49,207573,0.00633,0.753,0.802,0.000127,4,0.919,-6.198,0.0354,129.992,0.928
59,216813,0.208,0.56,0.476,0,9,0.0465,-7.618,0.0266,66.761,0.256
0,227160,0.372,0.511,0.405,0.000262,9,0.151,-10.254,0.0366,89.841,0.459
48,197866,0.709,0.393,0.365,0.00726,6,0.317,-10.496,0.0278,81.525,0.364
41,267818,0.648,0.862,0.672,0,0,0.149,-6.322,0.0332,107.087,0.796
66,195000,0.0724,0.695,0.827,0,2,0.0927,-3.13,0.0379,119.957,0.681
66,188076,0.0472,0.696,0.708,4.55E-05,0,0.0717,-7.994,0.162,123.913,0.337
73,161973,0.106,0.524,0.913,0.000131,3,0.177,-3.069,0.05,123.936,0.644
80,204022,0.0784,0.725,0.834,1.27E-05,5,0.0834,-3.913,0.037,120.026,0.859
71,167079,0.322,0.518,0.842,0,10,0.101,-1.816,0.0828,125.854,0.375
59,163125,0.00104,0.756,0.887,0.0126,6,0.118,-4.131,0.13,122.958,0.246
55,194516,0.0273,0.6,0.911,0,3,0.174,-3.29,0.0547,123.944,0.619
80,185620,0.0997,0.571,0.937,0.496,2,0.125,-2.682,0.0336,125.027,0.512
73,175402,0.147,0.688,0.924,4.68E-06,11,0.949,-2.762,0.0851,125.995,0.507
59,183991,0.00198,0.595,0.887,3.91E-05,7,0.0518,-3.607,0.0387,124.073,0.571
57,195483,0.0157,0.74,0.734,5.46E-05,11,0.0757,-6.309,0.0455,124.096,0.49
76,160183,0.0267,0.626,0.8,0.000138,1,0.0623,-3.988,0.035,127.966,0.258
71,228226,0.126,0.778,0.756,2.20E-06,1,0.092,-4.754,0.0385,119.948,0.418
68,190400,0.117,0.762,0.797,0,5,0.202,-2.71,0.135,122.066,0.525
53,214344,0.00532,0.553,0.769,3.54E-06,5,0.214,-4.47,0.0316,127.947,0.327
52,184000,0.0389,0.448,0.891,1.32E-05,6,0.539,-3.602,0.13,121.87,0.317
7,189677,0.228,0.637,0.767,4.69E-06,6,0.111,-5.137,0.0491,124.006,0.803
67,184555,0.0793,0.785,0.865,0.00103,8,0.0469,-4.064,0.0307,122.017,0.673
60,140000,0.0897,0.639,0.744,0,9,0.0728,-6.666,0.0446,114.151,0.122
52,177786,0.164,0.751,0.867,0.000251,11,0.22,-2.464,0.0755,121.924,0.726
63,240617,0.0958,0.814,0.705,0.000133,7,0.0687,-4.734,0.0904,110.004,0.6
66,216000,0.00576,0.684,0.823,7.42E-06,0,0.201,-4.881,0.0296,117.993,0.384
23,217678,0.0067,0.607,0.717,0.00132,5,0.256,-5.771,0.0634,125.956,0.376
51,136320,0.0319,0.778,0.785,0.222,6,0.0603,-4.394,0.0408,125.013,0.535
62,206619,0.203,0.794,0.758,0.00011,9,0.0879,-6.32,0.0382,124.974,0.507
9,189334,0.0787,0.734,0.698,0.00994,6,0.0675,-6.299,0.0274,120.028,0.634
63,176585,0.0122,0.832,0.686,0,11,0.334,-5.405,0.159,122.948,0.48
48,222853,0.0391,0.709,0.762,0.000147,9,0.0709,-8.167,0.196,98.019,0.754
89,230761,0.0129,0.414,0.486,0,6,0.111,-6.431,0.0311,128.038,0.368
30,192380,0.0173,0.654,0.916,0.00834,5,0.444,-2.195,0.224,126.108,0.408
63,200000,0.00242,0.784,0.556,0.132,1,0.0517,-7.42,0.0415,113.979,0.645
90,190295,0.269,0.601,0.775,0,0,0.0883,-4.612,0.0473,119.964,0.483
72,188737,0.0248,0.637,0.778,0,5,0.228,-3.642,0.0706,103.093,0.286
89,163636,0.151,0.734,0.765,0,7,0.231,-5.562,0.0621,109.989,0.518
51,271874,0.0038,0.687,0.719,8.48E-05,7,0.108,-7.558,0.0539,127.966,0.281
66,163000,0.0021,0.604,0.748,0,8,0.083,-5.343,0.0849,120.178,0.52
57,228153,0.0122,0.853,0.608,0.00257,9,0.149,-7.799,0.0866,120.975,0.652
60,196493,0.334,0.685,0.712,1.10E-06,6,0.047,-4.302,0.0894,114.989,0.483
81,196214,0.0181,0.684,0.816,0,10,0.0222,-5.211,0.0322,121.993,0.702
54,218181,0.132,0.628,0.781,5.12E-06,6,0.209,-4.745,0.0411,121.015,0.186
50,189873,0.0547,0.676,0.84,0,6,0.194,-4.67,0.0545,110.026,0.284
83,202500,0.00664,0.635,0.9,0.0145,0,0.37,-3.719,0.0377,127.978,0.15
62,178125,0.036,0.718,0.956,0.0191,1,0.225,-4.738,0.201,128.122,0.489
64,171428,0.0232,0.688,0.838,0,9,0.131,-3.25,0.114,126.069,0.359
82,218250,0.0348,0.732,0.922,0,6,0.146,-1.829,0.0975,120.033,0.589
94,238173,0.0104,0.588,0.67,3.33E-06,0,0.338,-6.439,0.0473,118.159,0.505
63,168000,0.0176,0.684,0.917,3.71E-06,3,0.19,-1.801,0.0805,126.021,0.791
43,173280,0.0455,0.591,0.791,0.000243,8,0.119,-3.592,0.0569,124.952,0.4
70,190416,0.186,0.588,0.697,0.000219,3,0.103,-4.744,0.0372,125.157,0.225
58,198524,0.336,0.74,0.626,0,7,0.262,-6.005,0.144,118.021,0.83
81,193377,0.293,0.652,0.897,0,7,0.0722,-4.481,0.036,114.033,0.475
61,275520,0.0287,0.587,0.961,1.73E-06,1,0.105,-2.329,0.0915,125.026,0.365
43,164000,0.00799,0.381,0.807,0,8,0.064,-5.728,0.0686,108.481,0.351
56,192444,0.0825,0.642,0.869,0.002,1,0.151,-2.243,0.256,135.015,0.539
60,191954,0.111,0.651,0.711,6.13E-05,3,0.0488,-5.062,0.0378,125.089,0.425
38,297822,0.000253,0.686,0.812,0.318,9,0.0624,-5.265,0.0482,123.988,0.625
34,247504,0.00731,0.507,0.887,0,5,0.562,-4.084,0.141,128.015,0.336
3,181301,0.217,0.581,0.91,0,2,0.147,-5.05,0.0858,126.033,0.34
27,196571,0.111,0.696,0.662,0,5,0.101,-4.251,0.179,104.912,0.546
15,169160,0.0411,0.718,0.887,0.000209,0,0.0607,-4.911,0.0766,115.975,0.595
98,212500,0.153,0.841,0.798,3.33E-06,1,0.0618,-4.206,0.229,95.948,0.591
92,201660,0.297,0.752,0.488,9.11E-06,6,0.0936,-7.05,0.0705,136.041,0.533
100,214289,0.191,0.687,0.792,0,5,0.167,-2.749,0.0452,100.015,0.671
66,158053,0.541,0.757,0.501,0,2,0.0718,-5.593,0.0466,89.931,0.91
99,127946,0.0114,0.901,0.522,0,2,0.259,-8.304,0.33,104.053,0.329
98,173799,0.555,0.56,0.68,0,6,0.116,-7.648,0.321,89.391,0.319
96,196373,0.697,0.553,0.586,0,11,0.0813,-6.319,0.0362,126.684,0.443
83,215733,0.382,0.568,0.401,0,7,0.262,-6.341,0.0297,95.796,0.296
81,193377,0.293,0.652,0.897,0,7,0.0722,-4.481,0.036,114.033,0.475
70,217933,0.00623,0.735,0.482,0.0144,8,0.448,-9.445,0.139,181.995,0.315
94,198160,0.0211,0.568,0.656,1.37E-05,8,0.213,-5.413,0.0433,100.049,0.364
92,324189,0.371,0.855,0.694,0,2,0.109,-4.393,0.169,122.078,0.49
95,231266,0.354,0.68,0.563,0,10,0.136,-5.843,0.0454,145.028,0.374
78,199931,0.979,0.498,0.104,7.86E-05,1,0.0895,-14.08,0.0621,124.001,0.205
80,298133,0.00606,0.39,0.779,0,1,0.291,-5.612,0.243,175.89,0.213
73,277173,0.0488,0.759,0.455,0.0134,7,0.25,-10.319,0.0457,92.02,0.134
85,224903,0.0403,0.917,0.786,0,11,0.195,-4.921,0.208,143.038,0.441
90,190295,0.269,0.601,0.775,0,0,0.0883,-4.612,0.0473,119.964,0.483
73,190330,0.0125,0.402,0.75,0.00192,0,0.396,-6.607,0.0567,146.223,0.502
87,183906,0.194,0.729,0.625,0.00986,4,0.248,-5.266,0.0315,146.034,0.261
85,201253,0.0882,0.694,0.852,0,7,0.334,-5.34,0.257,107.178,0.377
96,244679,0.0627,0.876,0.786,0,10,0.127,-4.884,0.306,153.068,0.575
78,196628,0.0601,0.746,0.767,1.07E-05,1,0.0859,-2.907,0.0374,94.007,0.773
91,207029,0.579,0.503,0.741,1.49E-06,4,0.0712,-5.128,0.047,88.335,0.458
94,235545,0.568,0.851,0.541,0,0,0.13,-6.825,0.0505,124.959,0.448
0,158769,0.0987,0.955,0.492,0,8,0.417,-8.444,0.395,130.062,0.904
76,192587,0.114,0.709,0.759,0.000129,5,0.347,-3.811,0.0454,148.011,0.586
76,225955,0.0495,0.664,0.524,8.18E-06,2,0.075,-5.178,0.0283,91.027,0.475
93,197546,0.0233,0.602,0.658,6.00E-05,1,0.237,-5.934,0.0558,145.031,0.268
73,217633,0.0632,0.554,0.667,1.43E-05,7,0.0686,-9.343,0.0439,100.017,0.281
84,218295,0.135,0.548,0.839,0,6,0.102,-2.371,0.0644,98.932,0.314
96,179404,0.088,0.931,0.387,0,1,0.136,-9.127,0.412,125.978,0.376
98,213309,0.0119,0.781,0.768,4.91E-06,11,0.325,-5.991,0.0394,123.07,0.486
24,164186,0.0415,0.839,0.625,0,0,0.125,-6.761,0.0769,121.982,0.748
87,179693,0.352,0.746,0.703,0,4,0.331,-4.179,0.107,166.043,0.667
85,230453,0.141,0.678,0.588,6.35E-06,7,0.137,-7.015,0.276,186.005,0.486
78,353453,0.556,0.844,0.935,0,7,0.42,-3.585,0.0641,118.999,0.958
94,194407,0.323,0.69,0.784,0,1,0.203,-4.653,0.032,106.066,0.669
90,262493,0.227,0.83,0.546,0,1,0.112,-5.716,0.295,182.973,0.535
95,189466,0.216,0.448,0.612,0,2,0.08,-6.106,0.0708,97.773,0.213
47,228826,0.229,0.694,0.815,0,2,0.0924,-4.328,0.12,88.931,0.813
85,164640,0.66,0.769,0.479,0,1,0.0914,-5.339,0.0385,96.051,0.803
73,208741,0.166,0.662,0.827,0.0165,8,0.086,-5.891,0.0624,115.014,0.477
90,184732,0.171,0.753,0.657,0,7,0.112,-3.061,0.0449,107.01,0.437
37,220880,0.59,0.748,0.546,0,8,0.112,-8.134,0.106,140.005,0.413
82,209213,0.161,0.753,0.66,0,5,0.236,-6.542,0.133,95.003,0.182
90,203417,0.0169,0.596,0.854,0,7,0.124,-5.114,0.463,120.274,0.152
79,199849,0.0788,0.799,0.597,5.66E-06,5,0.1,-5.131,0.0611,110.001,0.419
84,180566,0.479,0.697,0.552,0.127,1,0.147,-10.271,0.196,75.235,0.278
22,187761,0.00502,0.601,0.834,0.15,0,0.121,-3.78,0.0455,167.879,0.249
75,193680,0.0822,0.353,0.755,0,1,0.39,-6.276,0.733,191.153,0.437
84,205946,0.0771,0.652,0.713,1.02E-05,8,0.144,-5.311,0.0368,100.023,0.152
77,369240,0.0821,0.758,0.782,0,10,0.111,-6.153,0.309,91.073,0.676
78,214801,0.107,0.67,0.585,1.11E-06,6,0.131,-4.861,0.0354,110.03,0.447
36,239946,0.377,0.437,0.481,0,11,0.33,-9.681,0.237,83.606,0.216
87,197993,0.129,0.72,0.807,0,11,0.183,-4.59,0.0432,124.946,0.305
78,207856,0.25,0.654,0.547,0,10,0.0961,-6.598,0.127,173.981,0.507
76,230226,0.0285,0.573,0.739,0,0,0.111,-5.74,0.129,97.085,0.451
88,250840,0.161,0.684,0.811,0.000363,7,0.0871,-4.494,0.0714,87.866,0.721
39,243493,0.655,0.695,0.741,7.49E-06,5,0.115,-3.08,0.246,82.446,0.513
49,265346,0.128,0.848,0.608,0,4,0.072,-7.473,0.21,88.011,0.654
40,187586,0.731,0.58,0.52,1.25E-05,5,0.109,-11.406,0.415,174.137,0.685
50,251240,0.148,0.794,0.793,1.21E-06,11,0.284,-3.486,0.133,85.005,0.284
56,255693,0.0177,0.826,0.698,0.00761,11,0.314,-4.004,0.151,100.108,0.604
55,304280,0.000168,0.69,0.38,0.000533,9,0.136,-12.845,0.0609,201.697,0.305
47,268200,0.513,0.737,0.541,0.0214,4,0.284,-8.17,0.156,147.025,0.598
58,269160,0.358,0.472,0.672,0,10,0.108,-4.997,0.212,81.813,0.392
57,259000,0.0518,0.868,0.568,0,11,0.0666,-5.388,0.258,88.009,0.556
46,247080,0.177,0.837,0.388,0,9,0.157,-13.319,0.28,139.997,0.489
58,193786,0.0839,0.575,0.609,8.46E-05,6,0.62,-8.037,0.19,93.774,0.392
56,234840,0.227,0.774,0.552,0,8,0.206,-6.054,0.0503,127.176,0.503
73,208266,0.0297,0.897,0.612,0.186,11,0.0894,-10.489,0.211,102.305,0.767
39,290156,0.0182,0.527,0.785,0,8,0.116,-3.844,0.218,145.894,0.535
1,246440,0.271,0.696,0.733,0,9,0.0896,-7.634,0.257,140.06,0.594
51,209066,0.0406,0.801,0.529,0.000609,1,0.0936,-14.875,0.0962,106.965,0.721
37,244133,0.353,0.726,0.656,0,11,0.144,-7.55,0.172,170.081,0.573
40,255746,0.186,0.781,0.763,0,2,0.653,-7.088,0.245,94.987,0.648
44,243466,0.268,0.949,0.685,0,10,0.0504,-2.473,0.125,102.537,0.738
38,249293,0.33,0.786,0.582,0,1,0.0959,-5.732,0.0865,85.02,0.841
55,287920,0.0386,0.831,0.79,0.000473,10,0.0708,-5.322,0.0843,93.998,0.96
51,212880,0.095,0.784,0.765,0,1,0.182,-3.545,0.212,94.812,0.845
38,267986,0.0897,0.723,0.596,0,1,0.22,-5.677,0.153,69.008,0.784
40,291133,0.116,0.75,0.428,0.283,1,0.127,-13.714,0.121,77.201,0.533
44,231013,0.243,0.798,0.441,0,9,0.124,-14.589,0.159,126.985,0.463
29,206733,0.0491,0.92,0.44,0.144,0,0.136,-8.44,0.196,94.986,0.603
47,226773,0.093,0.832,0.579,0,11,0.1,-8.925,0.336,89.964,0.677
45,203530,0.0814,0.874,0.58,3.19E-06,3,0.109,-9.125,0.0778,129.985,0.952
40,234906,0.169,0.61,0.864,1.16E-06,0,0.62,-4.928,0.208,89.524,0.55
52,258573,0.265,0.865,0.571,0,8,0.328,-6.365,0.19,90,0.384
40,211800,0.233,0.786,0.396,0.000912,1,0.124,-14.489,0.312,193.5,0.376
41,198893,0.341,0.818,0.572,0,0,0.133,-6.919,0.0785,99.027,0.839
43,235013,0.0861,0.826,0.684,0,7,0.242,-5.842,0.121,101.002,0.825
41,243306,0.0497,0.869,0.589,0,1,0.0597,-4.665,0.136,95.029,0.159
36,278307,0.474,0.734,0.424,0,2,0.104,-13.424,0.0426,119.947,0.705
38,210773,0.0126,0.722,0.653,0,0,0.267,-6.873,0.0359,89.99,0.467
47,289182,0.0706,0.841,0.629,0,2,0.0894,-6.47,0.3,94.026,0.447
66,160866,0.0103,0.801,0.578,0.811,1,0.199,-13.264,0.181,92.139,0.499
43,179093,0.171,0.688,0.485,0,1,0.0906,-6.27,0.0537,76.589,0.0792
0,229160,0.241,0.626,0.77,0,11,0.108,-7.962,0.216,86.906,0.449
26,228013,0.0896,0.726,0.742,2.07E-06,1,0.0683,-6.175,0.145,150.015,0.726
27,213080,0.0411,0.558,0.742,0,0,0.119,-5.663,0.218,201.936,0.414
60,198716,0.12,0.876,0.658,0,6,0.107,-3.119,0.106,159.986,0.407
36,278653,0.00317,0.987,0.358,0.0464,9,0.0943,-8.678,0.088,117.978,0.553
27,236786,0.0887,0.78,0.641,0.000158,7,0.329,-6.695,0.196,94.984,0.319
27,263487,0.283,0.681,0.839,0,6,0.178,-2.417,0.0584,77.982,0.85
25,204223,0.0384,0.688,0.725,0,4,0.289,-7.005,0.042,155.95,0.752
52,236758,0.418,0.681,0.656,1.71E-06,11,0.608,-5.168,0.179,171.853,0.541
48,191821,0.364,0.713,0.537,0,1,0.265,-7.392,0.0878,76.753,0.299
37,229640,0.429,0.822,0.59,0,6,0.102,-8.005,0.18,89.995,0.383
51,286221,0.698,0.562,0.309,0.139,10,0.806,-13.313,0.0757,130.565,0.248
49,153069,0.355,0.809,0.371,0.651,5,0.436,-9.529,0.132,82.018,0.0639
50,117142,0.872,0.638,0.0191,0.224,5,0.0798,-21.301,0.0988,84.028,0.524
36,148000,0.185,0.748,0.52,0.741,8,0.103,-9.044,0.165,88.165,0.231
54,167191,0.0408,0.731,0.252,0.787,10,0.103,-7.704,0.0442,89.003,0.471
65,116893,0.513,0.8,0.252,0.224,11,0.109,-9.816,0.214,77.997,0.495
49,186611,0.0419,0.796,0.269,0.857,0,0.109,-14.248,0.0804,84.543,0.243
55,91750,0.595,0.831,0.266,0.852,2,0.0914,-9.256,0.21,89.027,0.686
56,95524,0.535,0.638,0.232,0.888,1,0.103,-9.922,0.0392,75.078,0.364
57,121338,0.13,0.694,0.335,0.898,2,0.327,-6.355,0.0531,142.466,0.663
61,160456,0.715,0.707,0.421,0.899,8,0.209,-7.876,0.0449,85.955,0.36
48,121714,0.722,0.658,0.269,0.852,0,0.172,-17.524,0.442,135.216,0.199
10,68634,0.896,0.684,0.371,0.944,8,0.0999,-9.73,0.0826,83.962,0.79
54,126163,0.246,0.662,0.605,0.0137,6,0.145,-10.149,0.649,76.374,0.694
53,176000,0.351,0.722,0.585,0.867,5,0.111,-9.824,0.039,88.002,0.365
47,158436,0.0766,0.805,0.244,0.447,7,0.059,-15.898,0.223,81.968,0.813
48,107405,0.451,0.616,0.261,0.4,6,0.185,-15.326,0.466,144.239,0.302
55,131711,0.34,0.752,0.476,0.761,1,0.155,-7.252,0.114,163.967,0.59
51,145822,0.929,0.809,0.114,0.907,10,0.101,-10.573,0.109,78.98,0.145
49,174814,0.838,0.666,0.3,0.809,8,0.119,-8.747,0.121,80.989,0.207
33,92000,0.964,0.804,0.225,0.929,6,0.103,-15.623,0.0798,85.125,0.594
48,110744,0.878,0.548,0.299,0.718,2,0.124,-13.825,0.331,78.156,0.289
41,150989,0.606,0.789,0.353,0.728,5,0.0923,-5.454,0.0589,120.1,0.412
54,155181,0.839,0.587,0.452,0.891,0,0.0979,-9.656,0.495,160.497,0.622
46,192007,0.238,0.677,0.371,0.699,11,0.106,-16.424,0.0782,80.021,0.0465
47,112519,0.81,0.548,0.438,0.282,10,0.0862,-6.364,0.161,180.008,0.447
46,182068,0.135,0.847,0.57,0.727,7,0.526,-9.596,0.191,87.018,0.616
34,126540,0.178,0.702,0.474,0.683,2,0.15,-10.944,0.117,83.035,0.372
5,152195,0.844,0.799,0.352,0.903,6,0.115,-9.943,0.159,83.564,0.435
52,81106,0.696,0.695,0.266,0.871,11,0.0917,-16.319,0.0714,87.033,0.672
56,140109,0.0195,0.768,0.524,0.863,1,0.106,-4.404,0.13,93.032,0.687
45,154965,0.609,0.846,0.2,0.362,9,0.105,-13.281,0.0898,127.006,0.573
46,235172,0.0161,0.637,0.0881,0.314,3,0.098,-26.984,0.113,174.079,0.168
51,104124,0.772,0.673,0.211,0.854,8,0.298,-13.704,0.24,79.193,0.281
59,139521,0.875,0.709,0.293,0.0454,1,0.103,-11.215,0.241,84.971,0.383
55,120254,0.31,0.816,0.356,0.327,0,0.113,-11.63,0.258,79.916,0.624
62,133531,0.702,0.359,0.359,0.594,4,0.106,-9.193,0.218,176.016,0.235
51,105000,0.709,0.75,0.249,0.805,4,0.122,-16.183,0.204,169.914,0.36
45,188103,0.134,0.654,0.309,0.893,4,0.126,-11.135,0.0376,148.009,0.169
45,152380,0.76,0.759,0.532,0.841,0,0.127,-9.653,0.0391,126.047,0.036
57,161256,0.844,0.607,0.363,0.596,8,0.154,-12.554,0.0301,80.977,0.24
45,134831,0.00225,0.684,0.617,0.763,8,0.0695,-7.381,0.0672,89.013,0.524
47,117577,0.573,0.863,0.39,0.0142,8,0.224,-9.988,0.2,75.816,0.454
47,82750,0.931,0.481,0.473,0.00821,7,0.14,-6.772,0.0385,80.038,0.454
45,92333,0.64,0.71,0.796,0.631,4,0.127,-9.031,0.284,89.998,0.472
44,99775,0.46,0.461,0.477,0.932,2,0.0998,-9.37,0.0664,65.568,0.171
44,256744,0.277,0.671,0.376,0.92,7,0.0948,-10.028,0.0547,172.048,0.421
64,135384,0.659,0.517,0.62,0.791,8,0.228,-11.971,0.101,78.167,0.193
44,96022,0.898,0.651,0.509,0.879,10,0.113,-9.856,0.171,160.072,0.325
46,104000,0.927,0.786,0.279,0.926,4,0.544,-12.724,0.16,90.01,0.51
45,164858,0.233,0.712,0.128,0.915,0,0.0951,-17.163,0.0823,83.037,0.353
43,148459,0.669,0.438,0.318,0.0162,7,0.108,-8.297,0.0867,185.084,0.388
55,95255,0.834,0.776,0.252,0.914,8,0.112,-8.335,0.233,87.115,0.617
43,175999,0.373,0.448,0.725,0.606,1,0.0973,-10.084,0.0601,152.074,0.501
44,109113,0.237,0.854,0.219,0.96,2,0.105,-14.962,0.0867,131.985,0.0683
62,132178,0.326,0.75,0.555,0.923,6,0.0972,-7.3,0.0793,92.951,0.436
43,136500,0.824,0.69,0.555,0.91,7,0.169,-9.802,0.372,160.369,0.852
44,178244,0.0476,0.684,0.685,0.914,2,0.133,-6.856,0.043,172.004,0.711
44,86709,0.461,0.651,0.364,0.561,4,0.113,-9.694,0.108,155.097,0.225
43,132000,0.4,0.851,0.171,0.749,0,0.111,-9.565,0.162,80.064,0.512
44,130285,0.444,0.678,0.279,0.852,9,0.0874,-14.645,0.0487,140.098,0.445
56,165624,0.342,0.615,0.48,0.564,5,0.702,-10.948,0.126,118.438,0.668
43,222527,0.444,0.698,0.314,0.884,1,0.0992,-7.435,0.113,90.991,0.772
52,260008,0.397,0.49,0.426,0.56,0,0.251,-13.621,0.361,78.44,0.238
44,134466,0.865,0.769,0.31,0.931,6,0.113,-13.617,0.282,158.039,0.846
47,106728,0.482,0.743,0.286,0.838,3,0.0896,-13.028,0.149,82.393,0.406
43,95209,0.52,0.767,0.132,0.901,2,0.116,-18.063,0.132,120.947,0.183
51,198653,0.356,0.664,0.584,0.849,0,0.11,-14,0.141,89.873,0.391
59,118278,0.788,0.518,0.442,0.904,0,0.181,-9.441,0.251,81.987,0.521
55,96017,0.678,0.783,0.729,0.557,3,0.101,-9.916,0.0437,139.972,0.57
43,125185,0.283,0.637,0.229,0.862,5,0.1,-12.375,0.305,242.318,0.438
48,152570,0.215,0.675,0.419,0.896,0,0.0975,-8.686,0.0453,80.022,0.0602
43,173250,0.478,0.561,0.321,0.69,6,0.106,-11.107,0.0348,79.985,0.079
43,197005,0.676,0.589,0.651,0.674,8,0.191,-7.107,0.0957,83.829,0.34
43,127058,0.204,0.637,0.487,0.568,2,0.084,-10.977,0.0575,170.02,0.637
43,82792,0.874,0.867,0.194,0.899,11,0.106,-6.873,0.596,154.085,0.724
58,99759,0.881,0.865,0.338,0.83,0,0.368,-9.212,0.219,83.048,0.773
44,166648,0.105,0.772,0.423,0.879,0,0.0797,-9.898,0.0748,90.008,0.381
64,154124,0.945,0.633,0.185,0.868,0,0.127,-14.68,0.0626,77.223,0.155
44,126857,0.792,0.715,0.408,0.838,0,0.104,-14.068,0.0486,139.742,0.323
47,170666,0.586,0.614,0.408,0.759,2,0.107,-12.315,0.2,90.017,0.207
55,153333,0.671,0.572,0.614,0.757,5,0.539,-6.202,0.0497,144.09,0.485
42,116688,0.473,0.712,0.357,0.735,11,0.105,-13.04,0.0492,90.058,0.394
42,112291,0.000545,0.643,0.565,0.836,7,0.195,-3.718,0.0411,145.996,0.0722
49,189017,0.877,0.488,0.24,0.787,0,0.258,-12.721,0.0699,75.995,0.127
60,129334,0.0368,0.504,0.577,0.866,0,0.0962,-7.774,0.305,179.784,0.483
45,265371,0.307,0.671,0.529,0.752,1,0.0782,-9.39,0.0777,89.981,0.176
53,150085,0.647,0.431,0.466,0.0503,8,0.3,-9.208,0.0368,80.013,0.643
32,108923,0.851,0.754,0.105,0.952,1,0.0763,-12.424,0.127,129.983,0.41
43,63697,0.923,0.569,0.415,0.00456,3,0.122,-8.796,0.0289,140.1,0.537
43,136000,0.694,0.876,0.167,0.912,11,0.369,-14.102,0.0885,93.091,0.845
46,116119,0.0759,0.664,0.265,0.814,4,0.145,-11.28,0.0646,90.98,0.368
43,178719,0.537,0.737,0.476,0.841,0,0.0849,-14.608,0.167,172.048,0.848
17,132000,0.368,0.683,0.154,0.848,10,0.372,-12.336,0.18,83.217,0.616
62,194728,0.583,0.331,0.263,0.0348,6,0.183,-13.987,0.0964,175.839,0.499
42,71703,0.0496,0.833,0.747,0.929,1,0.0787,-10.132,0.0659,166.196,0.981
56,120000,0.0184,0.507,0.434,0.103,7,0.387,-9.529,0.4,82.755,0.342
52,148965,0.756,0.602,0.273,0.851,2,0.108,-10.908,0.032,87.178,0.0662
43,166666,0.0569,0.67,0.532,0.647,5,0.499,-14.439,0.0352,126.035,0.363
32,194680,0.0557,0.821,0.727,0,1,0.0687,-5.895,0.161,121.972,0.457
51,250438,0.265,0.883,0.653,0,9,0.363,-7.428,0.203,110.02,0.703
39,230000,0.332,0.683,0.57,0,9,0.0812,-8.384,0.0311,95.997,0.263
25,222053,0.508,0.597,0.674,0.000542,7,0.12,-9.744,0.0455,98.012,0.175
46,251560,0.175,0.923,0.498,0,6,0.0545,-8.363,0.364,139.032,0.849
40,217411,0.351,0.658,0.869,2.65E-06,2,0.26,-5.907,0.105,169.973,0.91
24,210742,0.194,0.612,0.536,0,10,0.125,-12.15,0.249,164.058,0.386
52,159073,0.094,0.726,0.654,5.90E-06,11,0.112,-7.283,0.205,79.942,0.178
34,212000,0.3,0.797,0.884,0,7,0.238,-3.722,0.301,90.013,0.751
41,192339,0.223,0.716,0.831,0,7,0.183,-4.506,0.107,159.978,0.452
45,307096,0.356,0.844,0.591,0,6,0.191,-7.147,0.0501,127.011,0.142
38,285247,0.287,0.477,0.616,0,6,0.103,-6.785,0.111,103.953,0.273
49,241221,0.756,0.664,0.411,0,4,0.103,-11.356,0.0553,113.059,0.428
40,179667,0.106,0.65,0.611,0,8,0.22,-7.306,0.397,200.054,0.389
44,241231,0.0304,0.813,0.597,2.03E-05,9,0.048,-6.93,0.0469,108.037,0.375
31,93043,0.0921,0.776,0.925,0,7,0.0886,-7.03,0.171,138.098,0.437
39,182538,0.163,0.893,0.666,0,2,0.0962,-7.777,0.318,94.988,0.427
36,192000,0.165,0.74,0.84,0,1,0.0829,-5.828,0.12,100.021,0.703
59,237406,0.556,0.772,0.559,0,1,0.101,-8.735,0.124,100.056,0.794
26,211186,0.378,0.705,0.941,0,0,0.0861,-2.993,0.188,122.012,0.206
